method,plant_id,order_id,actual,estimate,rater
Human,2,22,20,30,5
Human,3,7,3.333333333,10,5
Human,4,8,3.333333333,20,5
Human,5,18,16.66666667,10,5
Human,6,9,3.333333333,10,5
Human,7,36,36.66666667,40,5
Human,8,23,20,40,5
Human,9,35,33.33333333,30,5
Human,10,31,30,20,5
Human,11,56,60,60,5
Human,12,43,40,40,5
Human,13,66,83.33333333,60,5
Human,14,14,10,20,5
Human,15,12,6.666666667,10,5
Human,16,32,30,20,5
Human,17,49,50,10,5
Human,18,50,50,10,5
Human,19,45,43.33333333,50,5
Human,20,19,16.66666667,10,5
Human,21,2,0,0,5
Human,22,68,86.66666667,80,5
Human,23,48,46.66666667,20,5
Human,24,26,23.33333333,20,5
Human,25,15,13.33333333,10,5
Human,26,71,90,70,5
Human,27,27,23.33333333,10,5
Human,28,37,36.66666667,30,5
Human,29,28,23.33333333,0,5
Human,30,59,63.33333333,60,5
Human,31,10,3.333333333,0,5
Human,32,77,100,90,5
Human,33,33,30,10,5
Human,34,67,83.33333333,70,5
Human,35,64,80,70,5
Human,36,16,13.33333333,20,5
Human,37,65,80,60,5
Human,38,13,6.666666667,0,5
Human,39,38,36.66666667,20,5
Human,40,69,86.66666667,90,5
Human,41,34,30,0,5
Human,42,60,70,70,5
Human,43,3,0,0,5
Human,44,46,43.33333333,40,5
Human,45,62,73.33333333,60,5
Human,46,72,90,90,5
Human,47,51,50,40,5
Human,48,11,3.333333333,0,5
Human,49,4,0,0,5
Human,50,44,40,40,5
Human,51,5,0,0,5
Human,52,17,13.33333333,0,5
Human,53,24,20,10,5
Human,54,20,16.66666667,30,5
Human,55,52,53.33333333,40,5
Human,56,39,36.66666667,40,5
Human,57,21,16.66666667,20,5
Human,58,29,23.33333333,10,5
Human,59,73,90,90,5
Human,60,70,86.66666667,70,5
Human,61,53,53.33333333,60,5
Human,62,47,43.33333333,10,5
Human,63,40,36.66666667,10,5
Human,64,57,60,60,5
Human,65,25,20,10,5
Human,66,30,26.66666667,10,5
Human,67,55,56.66666667,40,5
Human,69,41,36.66666667,40,5
Human,70,61,70,50,5
Human,71,54,53.33333333,60,5
Human,72,74,90,90,5
Human,73,78,100,100,5
Human,74,79,100,90,5
Human,75,42,36.66666667,40,5
Human,76,76,96.66666667,100,5
Human,77,80,100,100,5
Human,78,81,100,100,5
Human,79,82,100,100,5
Human,80,83,100,100,5
Human,81,84,100,100,5
Human,82,85,100,100,5
Human,83,86,100,100,5
Human,84,87,100,100,5
Human,85,58,60,60,5
Human,86,88,100,100,5
Human,87,75,90,90,5
Human,88,89,100,100,5
Human,89,90,100,90,5
Human,90,6,0,0,5
Human,1,1,0,0,6
Human,2,22,20,10,6
Human,3,7,3.333333333,0,6
Human,4,8,3.333333333,25,6
Human,5,18,16.66666667,30,6
Human,6,9,3.333333333,20,6
Human,7,36,36.66666667,50,6
Human,8,23,20,25,6
Human,9,35,33.33333333,40,6
Human,10,31,30,30,6
Human,11,56,60,60,6
Human,12,43,40,40,6
Human,13,66,83.33333333,75,6
Human,14,14,10,30,6
Human,15,12,6.666666667,30,6
Human,16,32,30,30,6
Human,17,49,50,55,6
Human,18,50,50,50,6
Human,19,45,43.33333333,50,6
Human,20,19,16.66666667,10,6
Human,21,2,0,0,6
Human,22,68,86.66666667,80,6
Human,23,48,46.66666667,40,6
Human,24,26,23.33333333,30,6
Human,25,15,13.33333333,25,6
Human,26,71,90,80,6
Human,27,27,23.33333333,10,6
Human,28,37,36.66666667,35,6
Human,29,28,23.33333333,0,6
Human,30,59,63.33333333,65,6
Human,31,10,3.333333333,0,6
Human,32,77,100,100,6
Human,33,33,30,10,6
Human,34,67,83.33333333,80,6
Human,35,64,80,75,6
Human,36,16,13.33333333,20,6
Human,37,65,80,80,6
Human,38,13,6.666666667,0,6
Human,39,38,36.66666667,40,6
Human,40,69,86.66666667,80,6
Human,41,34,30,30,6
Human,42,60,70,75,6
Human,43,3,0,5,6
Human,44,46,43.33333333,40,6
Human,45,62,73.33333333,60,6
Human,46,72,90,90,6
Human,47,51,50,40,6
Human,48,11,3.333333333,0,6
Human,49,4,0,0,6
Human,50,44,40,40,6
Human,51,5,0,0,6
Human,52,17,13.33333333,10,6
Human,53,24,20,10,6
Human,54,20,16.66666667,45,6
Human,55,52,53.33333333,50,6
Human,56,39,36.66666667,40,6
Human,57,21,16.66666667,20,6
Human,58,29,23.33333333,10,6
Human,59,73,90,95,6
Human,60,70,86.66666667,80,6
Human,61,53,53.33333333,60,6
Human,62,47,43.33333333,40,6
Human,63,40,36.66666667,30,6
Human,64,57,60,50,6
Human,65,25,20,10,6
Human,66,30,26.66666667,5,6
Human,67,55,56.66666667,60,6
Human,68,63,73.33333333,70,6
Human,69,41,36.66666667,40,6
Human,70,61,70,70,6
Human,71,54,53.33333333,70,6
Human,72,74,90,100,6
Human,73,78,100,100,6
Human,74,79,100,95,6
Human,75,42,36.66666667,40,6
Human,76,76,96.66666667,100,6
Human,77,80,100,100,6
Human,78,81,100,100,6
Human,79,82,100,100,6
Human,80,83,100,100,6
Human,81,84,100,100,6
Human,82,85,100,95,6
Human,83,86,100,100,6
Human,84,87,100,100,6
Human,85,58,60,70,6
Human,86,88,100,100,6
Human,87,75,90,90,6
Human,88,89,100,100,6
Human,89,90,100,95,6
Human,90,6,0,0,6
Human,1,1,0,0,7
Human,2,22,20,15,7
Human,3,7,3.333333333,5,7
Human,4,8,3.333333333,10,7
Human,5,18,16.66666667,15,7
Human,6,9,3.333333333,10,7
Human,7,36,36.66666667,30,7
Human,8,23,20,10,7
Human,9,35,33.33333333,20,7
Human,10,31,30,20,7
Human,11,56,60,50,7
Human,12,43,40,40,7
Human,13,66,83.33333333,60,7
Human,14,14,10,20,7
Human,15,12,6.666666667,5,7
Human,16,32,30,10,7
Human,17,49,50,10,7
Human,18,50,50,10,7
Human,19,45,43.33333333,40,7
Human,20,19,16.66666667,20,7
Human,21,2,0,0,7
Human,22,68,86.66666667,80,7
Human,23,48,46.66666667,50,7
Human,24,26,23.33333333,30,7
Human,25,15,13.33333333,20,7
Human,26,71,90,90,7
Human,27,27,23.33333333,30,7
Human,28,37,36.66666667,25,7
Human,29,28,23.33333333,5,7
Human,30,59,63.33333333,60,7
Human,31,10,3.333333333,0,7
Human,32,77,100,90,7
Human,33,33,30,15,7
Human,34,67,83.33333333,80,7
Human,35,64,80,70,7
Human,36,16,13.33333333,10,7
Human,37,65,80,80,7
Human,38,13,6.666666667,5,7
Human,39,38,36.66666667,30,7
Human,40,69,86.66666667,80,7
Human,40,69,86.66666667,89,7
Human,41,34,30,10,7
Human,42,60,70,80,7
Human,43,3,0,0,7
Human,44,46,43.33333333,40,7
Human,45,62,73.33333333,60,7
Human,46,72,90,90,7
Human,47,51,50,50,7
Human,48,11,3.333333333,5,7
Human,49,4,0,0,7
Human,50,44,40,40,7
Human,51,5,0,0,7
Human,52,17,13.33333333,15,7
Human,53,24,20,20,7
Human,54,20,16.66666667,35,7
Human,55,52,53.33333333,45,7
Human,56,39,36.66666667,45,7
Human,57,21,16.66666667,40,7
Human,58,29,23.33333333,10,7
Human,59,73,90,100,7
Human,60,70,86.66666667,90,7
Human,61,53,53.33333333,70,7
Human,62,47,43.33333333,40,7
Human,63,40,36.66666667,50,7
Human,64,57,60,60,7
Human,65,25,20,30,7
Human,66,30,26.66666667,10,7
Human,67,55,56.66666667,60,7
Human,68,63,73.33333333,60,7
Human,69,41,36.66666667,35,7
Human,70,61,70,70,7
Human,71,54,53.33333333,60,7
Human,72,74,90,95,7
Human,73,78,100,100,7
Human,74,79,100,100,7
Human,75,42,36.66666667,40,7
Human,76,76,96.66666667,100,7
Human,77,80,100,100,7
Human,78,81,100,100,7
Human,79,82,100,100,7
Human,80,83,100,100,7
Human,81,84,100,100,7
Human,82,85,100,100,7
Human,83,86,100,100,7
Human,84,87,100,100,7
Human,85,58,60,60,7
Human,86,88,100,100,7
Human,87,75,90,90,7
Human,88,89,100,100,7
Human,89,90,100,100,7
Human,90,6,0,0,7
